10-Jun-16,,,,,,,,,,,
iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,22-May-00,,,,,,,,,,
Fund Holdings as of,10-Jun-16,,,,,,,,,,
Total Net Assets,"$18,274,675,549 ",,,,,,,,,,
Number of Securities,606,,,,,,,,,,
Shares Outstanding,"156,050,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
MATX,MATSON INC.,Equity,0.23,33.28,"1,262,129.00","42,003,653.12","42,003,653.12",Industrials,B8GNC91,US57686G1058,New York Stock Exchange Inc.
PKY,PARKWAY PROPERTIES INC.,Equity,0.23,17.71,"2,367,630.00","41,930,727.30","41,930,727.30",Financials,"2,667,168.00",US70159Q1040,New York Stock Exchange Inc.
BCO,THE BRINKS COMPANY,Equity,0.23,29.48,"1,420,210.00","41,867,790.80","41,867,790.80",Industrials,"2,691,305.00",US1096961040,New York Stock Exchange Inc.
SBRA,SABRA HEALTHCARE REIT INC.,Equity,0.23,22.09,"1,893,686.00","41,831,523.74","41,831,523.74",Financials,B5NLBP6,US78573L1061,NASDAQ
NGVT,INGEVITY CORP,Equity,0.23,33.93,"1,228,798.00","41,693,116.14","41,693,116.14",Materials,BD4LHG4,US45688C1071,New York Stock Exchange Inc.
FMBI,FIRST MIDWEST BANCORP,Equity,0.23,18.28,"2,275,683.00","41,599,485.24","41,599,485.24",Financials,"2,341,439.00",US3208671046,NASDAQ
EXPO,EXPONENT INC.,Equity,0.23,55.62,"747,199.00","41,559,208.38","41,559,208.38",Industrials,"2,330,318.00",US30214U1025,NASDAQ
SONC,SONIC CORP.,Equity,0.23,29.07,"1,427,061.00","41,484,663.27","41,484,663.27",Consumer Discretionary,"2,821,113.00",US8354511052,NASDAQ
AF,ASTORIA FINANCIAL CORP.,Equity,0.23,15.62,"2,651,509.00","41,416,570.58","41,416,570.58",Financials,"2,052,689.00",US0462651045,New York Stock Exchange Inc.
DIN,DINEEQUITY INC.,Equity,0.23,85.1,"484,423.00","41,224,397.30","41,224,397.30",Consumer Discretionary,"2,456,957.00",US2544231069,New York Stock Exchange Inc.
CHSP,CHESAPEAKE LODGING TRUST REIT,Equity,0.22,23.35,"1,745,482.00","40,757,004.70","40,757,004.70",Financials,B4TC8L1,US1652401027,New York Stock Exchange Inc.
HUBG,HUB GROUP INC. CL A,Equity,0.22,39.85,"1,016,509.00","40,507,883.65","40,507,883.65",Industrials,"2,407,632.00",US4433201062,NASDAQ
FWRD,FORWARD AIR CORP.,Equity,0.22,45.6,"887,351.00","40,463,205.60","40,463,205.60",Industrials,"2,510,790.00",US3498531017,NASDAQ
CRAY,CRAY INC.,Equity,0.22,34.15,"1,182,018.00","40,365,914.70","40,365,914.70",Information Technology,B16NWY7,US2252233042,NASDAQ
SNCR,SYNCHRONOSS TECHNOLOGIES INC.,Equity,0.22,34.62,"1,161,069.00","40,196,208.78","40,196,208.78",Information Technology,B17BCQ2,US87157B1035,NASDAQ
BLD,TOPBUILD CORP,Equity,0.22,36.47,"1,099,432.00","40,096,285.04","40,096,285.04",Consumer Discretionary,BZ0P3W2,US89055F1030,New York Stock Exchange Inc.
CSGS,CSG SYSTEMS INTERNATIONAL INC.,Equity,0.22,42.19,"949,821.00","40,072,947.99","40,072,947.99",Information Technology,"2,210,885.00",US1263491094,NASDAQ
STMP,STAMPS.COM INC.,Equity,0.22,91.61,"436,993.00","40,032,928.73","40,032,928.73",Information Technology,B013D75,US8528572006,NASDAQ
KS,KAPSTONE PAPER & PACKAGING CORP.,Equity,0.22,16.04,"2,491,710.00","39,967,028.40","39,967,028.40",Materials,B0L2NP0,US48562P1030,New York Stock Exchange Inc.
THRM,GENTHERM INC,Equity,0.22,37.87,"1,055,263.00","39,962,809.81","39,962,809.81",Consumer Discretionary,B8JFD24,US37253A1034,NASDAQ
MTH,MERITAGE HOMES CORP.,Equity,0.22,37.16,"1,074,913.00","39,943,767.08","39,943,767.08",Consumer Discretionary,"2,601,326.00",US59001A1025,New York Stock Exchange Inc.
FNGN,FINANCIAL ENGINES INC,Equity,0.22,26.38,"1,503,932.00","39,673,726.16","39,673,726.16",Financials,B65V2X6,US3174851002,NASDAQ
GCO,GENESCO INC.,Equity,0.22,65.14,"608,266.00","39,622,447.24","39,622,447.24",Consumer Discretionary,"2,367,101.00",US3715321028,New York Stock Exchange Inc.
UCBI,UNITED COMMUNITY BANKS INC.,Equity,0.22,19.38,"2,042,854.00","39,590,510.52","39,590,510.52",Financials,"2,862,156.00",US90984P3038,NASDAQ
EXAM,EXAMWORKS GROUP INC.,Equity,0.22,34.84,"1,132,865.00","39,469,016.60","39,469,016.60",Health Care,B4N8VP0,US30066A1051,New York Stock Exchange Inc.
HMN,HORACE MANN EDUCATORS CORP.,Equity,0.21,33.4,"1,173,452.00","39,193,296.80","39,193,296.80",Financials,"2,437,112.00",US4403271046,New York Stock Exchange Inc.
PLCE,CHILDRENS PLACE INC,Equity,0.21,71.43,"547,856.00","39,133,354.08","39,133,354.08",Consumer Discretionary,"2,106,791.00",US1689051076,NASDAQ
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,Equity,0.21,47.16,"829,181.00","39,104,175.96","39,104,175.96",Financials,"2,810,133.00",US8287302009,NASDAQ
RMBS,RAMBUS INC.,Equity,0.21,12.15,"3,181,282.00","38,636,669.89","38,636,669.89",Information Technology,"2,721,967.00",US7509171069,NASDAQ
PRGS,PROGRESS SOFTWARE CORP.,Equity,0.21,26.1,"1,478,856.00","38,598,141.60","38,598,141.60",Information Technology,"2,705,198.00",US7433121008,NASDAQ
FCFS,FIRST CASH FINANCIAL SERVICES INC.,Equity,0.21,47,"820,328.00","38,555,416.00","38,555,416.00",Financials,"2,350,101.00",US31942D1072,NASDAQ
HW,HEADWATERS INC.,Equity,0.21,17.86,"2,150,690.00","38,411,323.40","38,411,323.40",Materials,"2,229,773.00",US42210P1021,New York Stock Exchange Inc.
KKD,KRISPY KREME DOUGHNUTS INC.,Equity,0.21,20.98,"1,827,611.00","38,343,278.78","38,343,278.78",Consumer Discretionary,"2,576,811.00",US5010141043,New York Stock Exchange Inc.
PLKI,POPEYES LOUISIANA KITCHEN INC,Equity,0.21,58.43,"652,208.00","38,108,513.44","38,108,513.44",Consumer Discretionary,BJ4YHV0,US7328721060,NASDAQ
LZB,LA-Z-BOY INC,Equity,0.21,26.15,"1,449,371.00","37,901,051.65","37,901,051.65",Consumer Discretionary,"2,508,405.00",US5053361078,New York Stock Exchange Inc.
CALM,CAL-MAINE FOODS INC.,Equity,0.21,42.04,"901,248.00","37,888,465.92","37,888,465.92",Consumer Staples,"2,158,781.00",US1280302027,NASDAQ
EBS,EMERGENT BIOSOLUTIONS INC.,Equity,0.21,42.3,"894,476.00","37,836,334.80","37,836,334.80",Health Care,B1HJLW5,US29089Q1058,New York Stock Exchange Inc.
ROVI,ROVI CORP.,Equity,0.21,15.94,"2,365,557.00","37,706,978.58","37,706,978.58",Information Technology,B2R9T17,US7793761021,NASDAQ
APOG,APOGEE ENTERPRISES INC.,Equity,0.21,44.78,"839,089.00","37,574,405.42","37,574,405.42",Industrials,"2,046,176.00",US0375981091,NASDAQ
SKYW,SKYWEST INC.,Equity,0.2,25.04,"1,484,988.00","37,184,099.52","37,184,099.52",Industrials,"2,814,210.00",US8308791024,NASDAQ
SYRG,SYNERGY RESOURCES CORP,Equity,0.2,6.69,"5,534,513.00","37,025,891.97","37,025,891.97",Energy,B296BJ8,US87164P1030,Nyse Mkt Llc
EGOV,NIC INC.,Equity,0.2,20.8,"1,773,357.00","36,885,825.60","36,885,825.60",Information Technology,"2,438,126.00",US62914B1008,NASDAQ
TLMR,TALMER BANCORP INC CLASS A,Equity,0.2,19.94,"1,843,579.00","36,760,965.26","36,760,965.26",Financials,B74TNW4,US87482X1019,NASDAQ
UVV,UNIVERSAL CORP.,Equity,0.2,55.46,"659,839.00","36,594,670.94","36,594,670.94",Consumer Staples,"2,923,804.00",US9134561094,New York Stock Exchange Inc.
BBCN,BBCN BANCORP INC.,Equity,0.2,15.81,"2,311,300.00","36,541,653.00","36,541,653.00",Financials,B70YTB4,US0732951076,NASDAQ
CNSL,CONSOLIDATED COMMUNICATIONS HOLDIN,Equity,0.2,24.92,"1,465,931.00","36,531,000.52","36,531,000.52",Telecommunications,B07LSQ7,US2090341072,NASDAQ
INDB,INDEPENDENT BANK CORP.,Equity,0.2,47.77,"763,841.00","36,488,684.57","36,488,684.57",Financials,"2,447,821.00",US4538361084,NASDAQ
SCAI,SURGICAL CARE AFFILIATES INC,Equity,0.2,46.42,"785,138.00","36,446,105.96","36,446,105.96",Health Care,BFTDJM9,US86881L1061,NASDAQ
AXL,AMERICAN AXLE & MANUFACTURING HOLD,Equity,0.2,16.46,"2,208,353.00","36,349,490.38","36,349,490.38",Consumer Discretionary,"2,382,416.00",US0240611030,New York Stock Exchange Inc.
FELE,FRANKLIN ELECTRIC CO. INC.,Equity,0.2,32.67,"1,111,720.00","36,319,892.40","36,319,892.40",Industrials,"2,350,383.00",US3535141028,NASDAQ
NBTB,NBT BANCORP INC.,Equity,0.2,28.96,"1,252,679.00","36,277,583.84","36,277,583.84",Financials,"2,626,459.00",US6287781024,NASDAQ
SWC,STILLWATER MINING,Equity,0.2,10.31,"3,515,601.00","36,245,846.31","36,245,846.31",Materials,"2,810,531.00",US86074Q1022,New York Stock Exchange Inc.
TREX,TREX INC CO,Equity,0.2,42.44,"853,148.00","36,207,601.12","36,207,601.12",Industrials,"2,483,074.00",US89531P1057,New York Stock Exchange Inc.
FLOW,SPX FLOW INC,Equity,0.2,29.9,"1,209,173.00","36,154,272.70","36,154,272.70",Industrials,BYMN2T7,US78469X1072,New York Stock Exchange Inc.
AIRM,AIR METHODS CORP.,Equity,0.2,36.18,"998,397.00","36,122,003.46","36,122,003.46",Health Care,"2,049,777.00",US0091283079,NASDAQ
WABC,WESTAMERICA BANCORP,Equity,0.2,48.62,"741,549.00","36,054,112.38","36,054,112.38",Financials,"2,950,374.00",US9570901036,NASDAQ
ACOR,ACORDA THERAPEUTICS INC.,Equity,0.2,27.07,"1,328,851.00","35,971,996.57","35,971,996.57",Health Care,"2,925,844.00",US00484M1062,NASDAQ
SEM,SELECT MEDICAL HOLDINGS CORPORATIO,Equity,0.2,11.76,"3,051,098.00","35,880,912.48","35,880,912.48",Health Care,B4MF0Q6,US81619Q1058,New York Stock Exchange Inc.
AMSF,AMERISAFE INC.,Equity,0.2,64.5,"555,601.00","35,836,264.50","35,836,264.50",Financials,B0PPHS6,US03071H1005,NASDAQ
FFBC,FIRST FINANCIAL BANCORP (OHIO),Equity,0.19,19.9,"1,790,352.00","35,628,004.80","35,628,004.80",Financials,"2,352,806.00",US3202091092,NASDAQ
GPI,GROUP 1 AUTOMOTIVE INC.,Equity,0.19,58.13,"610,728.00","35,501,618.64","35,501,618.64",Consumer Discretionary,"2,121,352.00",US3989051095,New York Stock Exchange Inc.
TASR,TASER INTERNATIONAL INC.,Equity,0.19,22.76,"1,559,520.00","35,494,675.20","35,494,675.20",Industrials,"2,767,198.00",US87651B1044,NASDAQ
FIX,COMFORT SYSTEMS USA INC.,Equity,0.19,32.57,"1,087,008.00","35,403,850.56","35,403,850.56",Industrials,"2,036,047.00",US1999081045,New York Stock Exchange Inc.
EGHT,8X8 INC.,Equity,0.19,13.78,"2,568,902.00","35,399,469.56","35,399,469.56",Telecommunications,"2,037,170.00",US2829141009,NASDAQ
EBIX,EBIX INC.,Equity,0.19,47.35,"746,464.00","35,345,070.40","35,345,070.40",Information Technology,"2,008,400.00",US2787152063,NASDAQ
NSP,INSPERITY INC.,Equity,0.19,75,"469,189.00","35,189,175.00","35,189,175.00",Industrials,"2,007,281.00",US45778Q1076,New York Stock Exchange Inc.
KWR,QUAKER CHEMICAL CORP.,Equity,0.19,91.46,"383,568.00","35,081,129.28","35,081,129.28",Materials,"2,715,186.00",US7473161070,New York Stock Exchange Inc.
DEPO,DEPOMED INC.,Equity,0.19,19.82,"1,769,197.00","35,065,484.54","35,065,484.54",Health Care,"2,100,179.00",US2499081048,NASDAQ
OMCL,OMNICELL INC.,Equity,0.19,33.68,"1,040,597.00","35,047,306.96","35,047,306.96",Health Care,"2,789,523.00",US68213N1090,NASDAQ
BABY,NATUS MEDICAL INC.,Equity,0.19,36.39,"962,736.00","35,033,963.04","35,033,963.04",Health Care,"2,771,133.00",US6390501038,NASDAQ
NP,NEENAH PAPER INC.,Equity,0.19,72,"486,327.00","35,015,544.00","35,015,544.00",Materials,B03W0P7,US6400791090,New York Stock Exchange Inc.
ABG,ASBURY AUTOMOTIVE GROUP INC.,Equity,0.19,54.42,"643,446.00","35,016,331.32","35,016,331.32",Consumer Discretionary,"2,855,855.00",US0434361046,New York Stock Exchange Inc.
GOV,GOVERNMENT PROPERTIES INCOME TRUST,Equity,0.19,20.46,"1,710,651.00","34,999,919.46","34,999,919.46",Financials,B4ZG8D9,US38376A1034,New York Stock Exchange Inc.
PFS,PROVIDENT FINANCIAL SERVICES INC.,Equity,0.19,20.04,"1,719,883.00","34,466,455.32","34,466,455.32",Financials,"2,171,603.00",US74386T1051,New York Stock Exchange Inc.
LTXB,LEGACYTEXAS FINANCIAL GROUP INC,Equity,0.19,27.07,"1,273,115.00","34,463,223.05","34,463,223.05",Financials,BV2CL41,US52471Y1064,NASDAQ
DPLO,DIPLOMAT PHARMACY INC,Equity,0.19,33.51,"1,027,938.00","34,446,202.38","34,446,202.38",Health Care,BRB38H9,US25456K1016,New York Stock Exchange Inc.
SYKE,SYKES ENTERPRISES INC.,Equity,0.19,30.46,"1,130,734.00","34,442,157.64","34,442,157.64",Information Technology,"2,860,536.00",US8712371033,NASDAQ
IOSP,INNOSPEC INC.,Equity,0.19,49.33,"697,237.00","34,394,701.21","34,394,701.21",Materials,"2,245,597.00",US45768S1050,NASDAQ
ESND,ESSENDANT INC,Equity,0.19,31.72,"1,082,945.00","34,351,015.40","34,351,015.40",Industrials,BY4K7X5,US2966891028,NASDAQ
CYNO,CYNOSURE INC. CL A,Equity,0.19,51.02,"667,474.00","34,054,523.48","34,054,523.48",Health Care,B0T4N70,US2325772059,NASDAQ
KAMN,KAMAN CORP.,Equity,0.19,43.1,"784,532.00","33,813,329.20","33,813,329.20",Industrials,"2,483,223.00",US4835481031,New York Stock Exchange Inc.
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,Equity,0.18,18.05,"1,870,213.00","33,757,344.65","33,757,344.65",Industrials,BWD7PX9,US0078001056,New York Stock Exchange Inc.
AIN,ALBANY INTERNATIONAL CORP. CL A,Equity,0.18,40.33,"836,383.00","33,731,326.39","33,731,326.39",Industrials,"2,012,757.00",US0123481089,New York Stock Exchange Inc.
LITE,LUMENTUM HOLDINGS INC,Equity,0.18,24.53,"1,372,908.00","33,677,433.24","33,677,433.24",Information Technology,BYM9ZP2,US55024U1097,NASDAQ
ROG,ROGERS CORP.,Equity,0.18,64.36,"521,933.00","33,591,607.88","33,591,607.88",Information Technology,"2,746,700.00",US7751331015,New York Stock Exchange Inc.
AKS,AK STEEL HOLDING CORP.,Equity,0.18,4.96,"6,697,010.00","33,217,169.60","33,217,169.60",Materials,"2,067,735.00",US0015471081,New York Stock Exchange Inc.
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,Equity,0.18,15.62,"2,126,211.00","33,211,415.82","33,211,415.82",Financials,"2,191,300.00",US0256762065,New York Stock Exchange Inc.
AAWW,ATLAS AIR WORLDWIDE HOLDINGS,Equity,0.18,46.02,"715,436.00","32,924,364.72","32,924,364.72",Industrials,B01Z8P4,US0491642056,NASDAQ
TILE,INTERFACE INC.,Equity,0.18,17.2,"1,913,356.00","32,909,723.20","32,909,723.20",Industrials,B86V808,US4586653044,NASDAQ
SXI,STANDEX INTERNATIONAL CORP.,Equity,0.18,87.96,"372,675.00","32,780,493.00","32,780,493.00",Industrials,"2,840,174.00",US8542311076,New York Stock Exchange Inc.
SCL,STEPAN CO.,Equity,0.18,61.23,"530,583.00","32,487,597.09","32,487,597.09",Materials,"2,845,005.00",US8585861003,New York Stock Exchange Inc.
FN,FABRINET,Equity,0.18,36.57,"887,321.00","32,449,328.97","32,449,328.97",Information Technology,B4JSZL8,KYG3323L1005,New York Stock Exchange Inc.
PRAA,PRA GROUP INC,Equity,0.18,24.12,"1,342,617.00","32,383,922.04","32,383,922.04",Financials,BSHZ3P9,US69354N1063,NASDAQ
SFBS,SERVISFIRST BANCSHARES INC,Equity,0.18,51.21,"630,141.00","32,269,520.61","32,269,520.61",Financials,BMH0MP5,US81768T1088,NASDAQ
QLGC,QLOGIC CORP.,Equity,0.18,13.39,"2,405,868.00","32,214,572.52","32,214,572.52",Information Technology,"2,717,320.00",US7472771010,NASDAQ
CNMD,CONMED CORP.,Equity,0.18,42.99,"748,293.00","32,169,116.07","32,169,116.07",Health Care,"2,216,010.00",US2074101013,NASDAQ
HF,HFF INC. CL A,Equity,0.18,31.9,"1,003,733.00","32,019,082.70","32,019,082.70",Financials,B1Q1RT1,US40418F1084,New York Stock Exchange Inc.
CLW,CLEARWATER PAPER CORP.,Equity,0.17,62.89,"506,619.00","31,861,268.91","31,861,268.91",Materials,B3K9Z35,US18538R1032,New York Stock Exchange Inc.
RGR,STURM RUGER INC CO,Equity,0.17,57.41,"550,307.00","31,593,124.87","31,593,124.87",Consumer Discretionary,"2,856,289.00",US8641591081,New York Stock Exchange Inc.
SCSS,SELECT COMFORT CORP.,Equity,0.17,22.33,"1,412,321.00","31,537,127.93","31,537,127.93",Consumer Discretionary,"2,320,892.00",US81616X1037,NASDAQ
BMI,BADGER METER INC.,Equity,0.17,74.76,"421,755.00","31,530,403.80","31,530,403.80",Information Technology,"2,069,128.00",US0565251081,New York Stock Exchange Inc.
SPTN,SPARTANNASH,Equity,0.17,29.11,"1,082,622.00","31,515,126.42","31,515,126.42",Consumer Staples,BN40158,US8472151005,NASDAQ
FCPT,FOUR CORNERS PROPERTY INC TRUST,Equity,0.17,20.14,"1,564,504.00","31,509,110.56","31,509,110.56",Financials,BZ16HK0,US35086T1097,New York Stock Exchange Inc.
CAL,CALERES INC,Equity,0.17,24.74,"1,269,162.00","31,399,067.88","31,399,067.88",Consumer Discretionary,BWX4MD9,US1295001044,New York Stock Exchange Inc.
AAON,AAON INC.,Equity,0.17,27.14,"1,155,401.00","31,357,583.14","31,357,583.14",Industrials,"2,268,130.00",US0003602069,NASDAQ
FSP,FRANKLIN STREET PROPERTIES REIT CO,Equity,0.17,12.1,"2,589,108.00","31,328,206.80","31,328,206.80",Financials,B02T2D1,US35471R1068,Nyse Mkt Llc
HTLD,HEARTLAND EXPRESS INC.,Equity,0.17,18.19,"1,717,345.00","31,238,505.55","31,238,505.55",Industrials,"2,414,018.00",US4223471040,NASDAQ
BOFI,BOFI HOLDING INC.,Equity,0.17,18.75,"1,665,580.00","31,229,625.00","31,229,625.00",Financials,B0637D4,US05566U1088,NASDAQ
NPO,ENPRO INDUSTRIES INC.,Equity,0.17,48.74,"637,321.00","31,063,025.54","31,063,025.54",Industrials,"2,951,292.00",US29355X1072,New York Stock Exchange Inc.
SWM,SCHWEITZER-MAUDUIT INTERNATIONAL I,Equity,0.17,34.92,"886,843.00","30,968,557.56","30,968,557.56",Materials,"2,782,038.00",US8085411069,New York Stock Exchange Inc.
BHE,BENCHMARK ELECTRONICS INC.,Equity,0.17,21.19,"1,446,599.00","30,653,432.81","30,653,432.81",Information Technology,"2,090,816.00",US08160H1014,New York Stock Exchange Inc.
ESE,ESCO TECHNOLOGIES INC.,Equity,0.17,40.76,"749,822.00","30,562,744.72","30,562,744.72",Industrials,"2,321,583.00",US2963151046,New York Stock Exchange Inc.
MEI,METHODE ELECTRONICS INC.,Equity,0.17,28.41,"1,071,988.00","30,455,179.08","30,455,179.08",Information Technology,"2,583,297.00",US5915202007,New York Stock Exchange Inc.
INN,SUMMIT HOTEL PROPERTIES INC.,Equity,0.17,12.06,"2,519,878.00","30,389,728.68","30,389,728.68",Financials,B3M7R64,US8660821005,New York Stock Exchange Inc.
ALOG,ANALOGIC CORP.,Equity,0.17,84.25,"360,585.00","30,379,286.25","30,379,286.25",Health Care,"2,032,090.00",US0326572072,NASDAQ
IIVI,II-VI INC.,Equity,0.17,19.86,"1,529,736.00","30,380,556.96","30,380,556.96",Information Technology,"2,452,698.00",US9021041085,NASDAQ
NAVG,NAVIGATORS GROUP INC.,Equity,0.17,94.82,"318,654.00","30,214,772.28","30,214,772.28",Financials,"2,627,850.00",US6389041020,NASDAQ
CCMP,CABOT MICROELECTRONICS CORP.,Equity,0.16,43.4,"693,339.00","30,090,912.60","30,090,912.60",Information Technology,"2,572,381.00",US12709P1030,NASDAQ
EXPR,EXPRESS INC,Equity,0.16,14.43,"2,084,760.00","30,083,086.80","30,083,086.80",Consumer Discretionary,B464DZ9,US30219E1038,New York Stock Exchange Inc.
IRBT,IROBOT CORP.,Equity,0.16,37.62,"799,224.00","30,066,806.88","30,066,806.88",Consumer Discretionary,B0J2NS5,US4627261005,NASDAQ
ASTE,ASTEC INDUSTRIES INC,Equity,0.16,54.79,"547,277.00","29,985,306.83","29,985,306.83",Industrials,"2,060,370.00",US0462241011,NASDAQ
ECOL,US ECOLOGY INC.,Equity,0.16,47.44,"631,946.00","29,979,518.24","29,979,518.24",Industrials,"2,772,396.00",US91732J1025,NASDAQ
SCHL,SCHOLASTIC CORP.,Equity,0.16,38.49,"778,051.00","29,947,182.99","29,947,182.99",Consumer Discretionary,"2,779,234.00",US8070661058,NASDAQ
NSIT,INSIGHT ENTERPRISES INC.,Equity,0.16,27.57,"1,077,659.00","29,711,058.63","29,711,058.63",Information Technology,"2,475,060.00",US45765U1034,NASDAQ
HQY,HEALTHEQUITY INC,Equity,0.16,29,"1,022,075.00","29,640,175.00","29,640,175.00",Health Care,BP8XZL1,US42226A1079,NASDAQ
SCSC,SCANSOURCE INC.,Equity,0.16,38.74,"761,143.00","29,486,679.82","29,486,679.82",Information Technology,"2,767,756.00",US8060371072,NASDAQ
BPFH,BOSTON PRIVATE FINANCIAL HOLDINGS,Equity,0.16,12.11,"2,424,235.00","29,357,485.85","29,357,485.85",Financials,"2,081,133.00",US1011191053,NASDAQ
GDOT,GREEN DOT CORP. CL A,Equity,0.16,22.28,"1,309,380.00","29,172,986.40","29,172,986.40",Financials,B3WNNP3,US39304D1028,New York Stock Exchange Inc.
ADC,AGREE REALTY CORP.,Equity,0.16,44.24,"658,973.00","29,152,965.52","29,152,965.52",Financials,"2,062,161.00",US0084921008,New York Stock Exchange Inc.
CATO,CATO CORP. CL A,Equity,0.16,38.18,"759,473.00","28,996,679.14","28,996,679.14",Consumer Discretionary,"2,180,438.00",US1492051065,New York Stock Exchange Inc.
ENSG,ENSIGN GROUP INC.,Equity,0.16,20.76,"1,374,332.00","28,531,132.32","28,531,132.32",Health Care,B1YWPP8,US29358P1012,NASDAQ
BANC,BANC OF CALIFORNIA INC,Equity,0.16,19.9,"1,429,283.00","28,442,731.70","28,442,731.70",Financials,BCD47X4,US05990K1060,New York Stock Exchange Inc.
CIR,CIRCOR INTERNATIONAL INC.,Equity,0.15,59.33,"475,260.00","28,197,175.80","28,197,175.80",Industrials,"2,496,384.00",US17273K1097,New York Stock Exchange Inc.
ABAX,ABAXIS INC.,Equity,0.15,45.53,"617,904.00","28,133,169.12","28,133,169.12",Health Care,"2,011,550.00",US0025671050,NASDAQ
CSH,CASH AMERICA INTERNATIONAL INC,Equity,0.15,39.36,"713,021.00","28,064,506.56","28,064,506.56",Financials,"2,179,425.00",US14754D1000,New York Stock Exchange Inc.
KND,KINDRED HEALTHCARE INC.,Equity,0.15,11.52,"2,433,307.00","28,031,696.64","28,031,696.64",Health Care,"2,752,677.00",US4945801037,New York Stock Exchange Inc.
CVGW,CALAVO GROWERS INC.,Equity,0.15,64.99,"429,478.00","27,911,775.22","27,911,775.22",Consumer Staples,"2,859,200.00",US1282461052,NASDAQ
TNC,TENNANT CO.,Equity,0.15,54.22,"514,269.00","27,883,665.18","27,883,665.18",Industrials,"2,883,641.00",US8803451033,New York Stock Exchange Inc.
ELY,CALLAWAY GOLF CO.,Equity,0.15,10.21,"2,722,317.00","27,794,856.57","27,794,856.57",Consumer Discretionary,"2,173,933.00",US1311931042,New York Stock Exchange Inc.
OSIS,OSI SYSTEMS INC.,Equity,0.15,51.76,"534,293.00","27,655,005.68","27,655,005.68",Information Technology,"2,111,579.00",US6710441055,NASDAQ
CKH,SEACOR HOLDINGS INC.,Equity,0.15,60.15,"459,136.00","27,617,030.40","27,617,030.40",Energy,"2,797,838.00",US8119041015,New York Stock Exchange Inc.
UEIC,UNIVERSAL ELECTRONICS INC.,Equity,0.15,65.49,"420,914.00","27,565,657.86","27,565,657.86",Consumer Discretionary,"2,911,683.00",US9134831034,NASDAQ
SMCI,SUPER MICRO COMPUTER INC.,Equity,0.15,25.77,"1,067,576.00","27,511,433.52","27,511,433.52",Information Technology,B1VQR35,US86800U1043,NASDAQ
CMO,CAPSTEAD MORTGAGE CORP.,Equity,0.15,9.77,"2,795,573.00","27,312,748.21","27,312,748.21",Financials,"2,771,984.00",US14067E5069,New York Stock Exchange Inc.
MDC,M.D.C. HOLDINGS INC.,Equity,0.15,23.96,"1,137,042.00","27,243,526.32","27,243,526.32",Consumer Discretionary,"2,561,204.00",US5526761086,New York Stock Exchange Inc.
TYPE,MONOTYPE IMAGING HOLDINGS INC.,Equity,0.15,23.43,"1,161,785.00","27,220,622.55","27,220,622.55",Information Technology,B1YWR85,US61022P1003,NASDAQ
EPAY,BOTTOMLINE TECHNOLOGIES INC.,Equity,0.15,24.73,"1,100,195.00","27,207,822.35","27,207,822.35",Information Technology,"2,389,558.00",US1013881065,NASDAQ
ADTN,ADTRAN INC.,Equity,0.15,18.83,"1,429,367.00","26,914,980.61","26,914,980.61",Information Technology,"2,052,924.00",US00738A1060,NASDAQ
VRTU,VIRTUSA CORP,Equity,0.15,34.15,"787,596.00","26,896,403.40","26,896,403.40",Information Technology,B1YWRN0,US92827P1021,NASDAQ
GLT,GLATFELTER,Equity,0.15,21.23,"1,265,933.00","26,875,757.59","26,875,757.59",Materials,"2,372,008.00",US3773161043,New York Stock Exchange Inc.
STBA,S&T BANCORP INC.,Equity,0.15,26.48,"1,011,929.00","26,795,879.92","26,795,879.92",Financials,"2,781,109.00",US7838591011,NASDAQ
ROCK,GIBRALTAR INDUSTRIES INC.,Equity,0.15,30.89,"863,966.00","26,687,909.74","26,687,909.74",Industrials,"2,369,226.00",US3746891072,NASDAQ
BJRI,BJS RESTAURANTS INC.,Equity,0.15,46.43,"574,457.00","26,672,038.51","26,672,038.51",Consumer Discretionary,"2,200,552.00",US09180C1062,NASDAQ
CUB,CUBIC CORP.,Equity,0.15,41.83,"635,109.00","26,566,609.47","26,566,609.47",Industrials,"2,239,266.00",US2296691064,New York Stock Exchange Inc.
EIG,EMPLOYERS HOLDINGS INC.,Equity,0.15,29.73,"893,459.00","26,562,536.07","26,562,536.07",Financials,B1Q1RR9,US2922181043,New York Stock Exchange Inc.
ZLTQ,ZELTIQ AESTHETICS INC,Equity,0.15,28.51,"930,694.00","26,534,085.94","26,534,085.94",Health Care,B715V43,US98933Q1085,NASDAQ
RSTI,ROFIN-SINAR TECHNOLOGIES INC.,Equity,0.14,31.84,"830,636.00","26,447,450.24","26,447,450.24",Information Technology,"2,748,494.00",US7750431022,NASDAQ
MRCY,MERCURY SYSTEMS INC.,Equity,0.14,22.77,"1,146,213.00","26,099,270.01","26,099,270.01",Industrials,"2,144,047.00",US5893781089,NASDAQ
