10-Jun-16,,,,,,,,,,,
iShares Core S&P Small-Cap ETF,,,,,,,,,,,
Inception Date,22-May-00,,,,,,,,,,
Fund Holdings as of,10-Jun-16,,,,,,,,,,
Total Net Assets,"$18,274,675,549 ",,,,,,,,,,
Number of Securities,606,,,,,,,,,,
Shares Outstanding,"156,050,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
UFCS,UNITED FIRE GROUP INC,Equity,0.14,42.31,"616,818.00","26,097,569.58","26,097,569.58",Financials,B4WXG84,US9103401082,NASDAQ
USCR,U.S. CONCRETE INC.,Equity,0.14,64.57,"401,865.00","25,948,423.05","25,948,423.05",Materials,B4M8043,US90333L2016,NASDAQ
AMWD,AMERICAN WOODMARK CORP.,Equity,0.14,65.28,"397,081.00","25,921,447.68","25,921,447.68",Industrials,"2,030,674.00",US0305061097,NASDAQ
SSP,E.W. SCRIPPS CO. CL A,Equity,0.14,16.74,"1,546,438.00","25,887,372.12","25,887,372.12",Consumer Discretionary,"2,862,532.00",US8110544025,New York Stock Exchange Inc.
MANT,MANTECH INTERNATIONAL CORP CLASS A,Equity,0.14,36.18,"713,678.00","25,820,870.04","25,820,870.04",Information Technology,"2,825,308.00",US5645631046,NASDAQ
BOBE,BOB EVANS FARMS INC.,Equity,0.14,44.62,"576,954.00","25,743,687.48","25,743,687.48",Consumer Discretionary,"2,107,750.00",US0967611015,NASDAQ
BGG,BRIGGS & STRATTON CORP.,Equity,0.14,20.55,"1,252,666.00","25,742,286.30","25,742,286.30",Industrials,"2,156,581.00",US1090431099,New York Stock Exchange Inc.
ABCB,AMERIS BANCORP,Equity,0.14,31.56,"808,396.00","25,512,977.76","25,512,977.76",Financials,"2,038,849.00",US03076K1088,NASDAQ
BCC,BOISE CASCADE COMPANY,Equity,0.14,22.55,"1,130,061.00","25,482,875.55","25,482,875.55",Materials,B9BP4R1,US09739D1000,New York Stock Exchange Inc.
BANR,BANNER CORP.,Equity,0.14,42.97,"591,511.00","25,417,227.67","25,417,227.67",Financials,"2,346,003.00",US06652V2088,NASDAQ
ANDE,ANDERSONS INC.,Equity,0.14,33.23,"763,664.00","25,376,554.72","25,376,554.72",Consumer Staples,"2,274,922.00",US0341641035,NASDAQ
OXM,OXFORD INDUSTRIES INC.,Equity,0.14,59.41,"423,615.00","25,166,967.15","25,166,967.15",Consumer Discretionary,"2,665,300.00",US6914973093,New York Stock Exchange Inc.
KLIC,KULICKE AND SOFFA INDUSTRIES INC,Equity,0.14,12.25,"2,044,902.00","25,050,049.50","25,050,049.50",Information Technology,"2,498,001.00",US5012421013,NASDAQ
MMSI,MERIT MEDICAL SYSTEMS INC.,Equity,0.13,19.12,"1,290,012.00","24,665,029.44","24,665,029.44",Health Care,"2,580,555.00",US5898891040,NASDAQ
SAFT,SAFETY INSURANCE GROUP INC.,Equity,0.13,60.44,"407,456.00","24,626,640.64","24,626,640.64",Financials,"2,958,538.00",US78648T1007,NASDAQ
KRA,KRATON PERFORMANCE POLYMERS INC,Equity,0.13,27.48,"892,768.00","24,533,264.64","24,533,264.64",Materials,B547X79,US50077C1062,New York Stock Exchange Inc.
IPCC,INFINITY PROPERTY & CASUALTY CORP.,Equity,0.13,79.66,"306,398.00","24,407,664.68","24,407,664.68",Financials,"2,313,739.00",US45665Q1031,NASDAQ
TISI,TEAM INC,Equity,0.13,28.13,"865,707.00","24,352,337.91","24,352,337.91",Industrials,"2,879,123.00",US8781551002,New York Stock Exchange Inc.
FSS,FEDERAL SIGNAL CORP.,Equity,0.13,13.28,"1,814,182.00","24,092,336.96","24,092,336.96",Industrials,"2,333,986.00",US3138551086,New York Stock Exchange Inc.
ETH,ETHAN ALLEN INTERIORS INC.,Equity,0.13,32.36,"743,834.00","24,070,468.24","24,070,468.24",Consumer Discretionary,"2,320,825.00",US2976021046,New York Stock Exchange Inc.
CBB,CINCINNATI BELL INC.,Equity,0.13,3.94,"6,103,589.00","24,048,140.66","24,048,140.66",Telecommunications,"2,196,877.00",US1718711062,New York Stock Exchange Inc.
GB,GREATBATCH INC.,Equity,0.13,32.67,"733,431.00","23,961,190.77","23,961,190.77",Health Care,"2,641,098.00",US39153L1061,New York Stock Exchange Inc.
TBI,TRUEBLUE INC.,Equity,0.13,19.61,"1,220,692.00","23,937,770.12","23,937,770.12",Industrials,"2,519,849.00",US89785X1019,New York Stock Exchange Inc.
STC,STEWART INFORMATION SERVICES CORP.,Equity,0.13,38.48,"620,588.00","23,880,226.24","23,880,226.24",Financials,"2,848,736.00",US8603721015,New York Stock Exchange Inc.
FCF,FIRST COMMONWEALTH FINANCIAL CORP.,Equity,0.13,9.23,"2,585,545.00","23,864,580.35","23,864,580.35",Financials,"2,351,546.00",US3198291078,New York Stock Exchange Inc.
TMP,TOMPKINS FINANCIAL CORP,Equity,0.13,66.88,"356,814.00","23,863,720.32","23,863,720.32",Financials,"2,888,613.00",US8901101092,Nyse Mkt Llc
BEL,BELMOND LTD CLASS A,Equity,0.13,9.42,"2,529,683.00","23,829,613.86","23,829,613.86",Consumer Discretionary,BNFZBM9,BMG1154H1079,New York Stock Exchange Inc.
VIVO,MERIDIAN BIOSCIENCE INC.,Equity,0.13,19.41,"1,225,510.00","23,787,149.10","23,787,149.10",Health Care,"2,580,265.00",US5895841014,NASDAQ
CVCO,CAVCO INDUSTRIES INC.,Equity,0.13,97.28,"241,546.00","23,497,594.88","23,497,594.88",Consumer Discretionary,"2,787,022.00",US1495681074,NASDAQ
GTLS,CHART INDUSTRIES INC.,Equity,0.13,26.36,"889,748.00","23,453,757.28","23,453,757.28",Industrials,B19HNF4,US16115Q3083,NASDAQ
PMC,PHARMERICA CORP.,Equity,0.13,26.43,"886,507.00","23,430,380.01","23,430,380.01",Health Care,B23CN96,US71714F1049,New York Stock Exchange Inc.
LNN,LINDSAY CORP.,Equity,0.13,72.27,"323,513.00","23,380,284.51","23,380,284.51",Industrials,"2,516,613.00",US5355551061,New York Stock Exchange Inc.
LABL,MULTI-COLOR CORP.,Equity,0.13,61.16,"380,936.00","23,298,045.76","23,298,045.76",Industrials,"2,609,858.00",US6253831043,NASDAQ
BRKL,BROOKLINE BANCORP INC.,Equity,0.13,11.31,"2,051,593.00","23,203,516.83","23,203,516.83",Financials,"2,967,675.00",US11373M1071,NASDAQ
AIR,AAR CORP.,Equity,0.13,24.19,"958,295.00","23,181,156.05","23,181,156.05",Industrials,"2,001,119.00",US0003611052,New York Stock Exchange Inc.
BRKS,BROOKS AUTOMATION INC.,Equity,0.13,11.6,"1,995,262.00","23,145,039.20","23,145,039.20",Information Technology,"2,145,460.00",US1143401024,NASDAQ
WIRE,ENCORE WIRE CORP.,Equity,0.13,38.45,"601,051.00","23,110,410.95","23,110,410.95",Industrials,"2,273,446.00",US2925621052,NASDAQ
UNT,UNIT CORP.,Equity,0.13,15.51,"1,487,467.00","23,070,613.17","23,070,613.17",Energy,"2,925,833.00",US9092181091,New York Stock Exchange Inc.
ATNI,ATLANTIC TELE-NETWORK INC.,Equity,0.13,73.58,"312,662.00","23,005,669.96","23,005,669.96",Telecommunications,"2,141,349.00",US0490792050,NASDAQ
IPHS,INNOPHOS HOLDINGS INC,Equity,0.13,40.81,"562,298.00","22,947,381.38","22,947,381.38",Materials,B1GHPN9,US45774N1081,NASDAQ
CTRE,CARETRUST REIT INC,Equity,0.13,13.9,"1,644,801.00","22,862,733.90","22,862,733.90",Financials,BMP8TL6,US14174T1079,NASDAQ
WIBC,WILSHIRE BANCORP INC.,Equity,0.13,11.11,"2,057,300.00","22,856,603.00","22,856,603.00",Financials,"2,537,658.00",US97186T1088,NASDAQ
HIBB,HIBBETT SPORTS INC.,Equity,0.12,34.37,"662,225.00","22,760,673.25","22,760,673.25",Consumer Discretionary,"2,428,376.00",US4285671016,NASDAQ
CROX,CROCS INC.,Equity,0.12,10.72,"2,120,811.00","22,735,093.92","22,735,093.92",Consumer Discretionary,B0T7Z62,US2270461096,NASDAQ
LMNX,LUMINEX CORP,Equity,0.12,20.38,"1,115,505.00","22,733,991.90","22,733,991.90",Health Care,"2,572,109.00",US55027E1029,NASDAQ
ININ,INTERACTIVE INTELLIGENCE GROUP INC,Equity,0.12,44.23,"513,827.00","22,726,568.21","22,726,568.21",Information Technology,B4Q9365,US45841V1098,NASDAQ
MDXG,MIMEDX GROUP INC,Equity,0.12,7.88,"2,848,099.00","22,443,020.12","22,443,020.12",Health Care,B1Z3TW5,US6024961012,NASDAQ
FINL,FINISH LINE INC. CL A,Equity,0.12,17.36,"1,289,176.00","22,380,095.36","22,380,095.36",Consumer Discretionary,"2,349,819.00",US3179231002,NASDAQ
RGEN,REPLIGEN CORP.,Equity,0.12,23.26,"959,857.00","22,326,273.82","22,326,273.82",Health Care,"2,731,654.00",US7599161095,NASDAQ
DIOD,DIODES INC.,Equity,0.12,19.95,"1,118,692.00","22,317,905.40","22,317,905.40",Information Technology,"2,270,500.00",US2545431015,NASDAQ
NCI,NAVIGANT CONSULTING INC.,Equity,0.12,16.18,"1,378,900.00","22,310,602.00","22,310,602.00",Industrials,"2,564,797.00",US63935N1072,New York Stock Exchange Inc.
QLYS,QUALYS INC,Equity,0.12,31.77,"700,279.00","22,247,863.83","22,247,863.83",Information Technology,B7XJTN8,US74758T3032,NASDAQ
HLX,HELIX ENERGY SOLUTIONS GROUP INC.,Equity,0.12,7.65,"2,908,024.00","22,246,383.60","22,246,383.60",Energy,"2,037,062.00",US42330P1075,New York Stock Exchange Inc.
HAFC,HANMI FINANCIAL CORP.,Equity,0.12,23.71,"935,297.00","22,175,891.87","22,175,891.87",Financials,B6TPXR5,US4104952043,NASDAQ
CCC,CALGON CARBON CORP.,Equity,0.12,15.08,"1,468,907.00","22,151,117.56","22,151,117.56",Materials,"2,164,368.00",US1296031065,New York Stock Exchange Inc.
PRFT,PERFICIENT INC.,Equity,0.12,21.21,"1,044,312.00","22,149,857.52","22,149,857.52",Information Technology,"2,442,547.00",US71375U1016,NASDAQ
SMP,STANDARD MOTOR PRODUCTS INC.,Equity,0.12,38.47,"572,370.00","22,019,073.90","22,019,073.90",Consumer Discretionary,"2,838,306.00",US8536661056,New York Stock Exchange Inc.
NTRI,NUTRISYSTEM INC.,Equity,0.12,25.62,"857,446.00","21,967,766.52","21,967,766.52",Consumer Discretionary,"2,620,398.00",US67069D1081,NASDAQ
CPF,CENTRAL PACIFIC FINANCIAL CORP.,Equity,0.12,24.06,"910,662.00","21,910,527.72","21,910,527.72",Financials,"2,230,946.00",US1547604090,New York Stock Exchange Inc.
GBX,GREENBRIER INC,Equity,0.12,28.68,"756,527.00","21,697,194.36","21,697,194.36",Industrials,"2,387,530.00",US3936571013,New York Stock Exchange Inc.
USPH,U.S. PHYSICAL THERAPY INC.,Equity,0.12,59.4,"363,541.00","21,594,335.40","21,594,335.40",Health Care,"2,911,166.00",US90337L1089,New York Stock Exchange Inc.
SBSI,SOUTHSIDE BANCSHARES INC.,Equity,0.12,30.26,"712,501.00","21,560,280.26","21,560,280.26",Financials,"2,485,876.00",US84470P1093,NASDAQ
VSI,VITAMIN SHOPPE INC.,Equity,0.12,30.49,"705,778.00","21,519,171.22","21,519,171.22",Consumer Discretionary,B55C7L5,US92849E1010,New York Stock Exchange Inc.
RMAX,RE MAX HOLDINGS INC CLASS A,Equity,0.12,41.87,"512,588.00","21,462,059.56","21,462,059.56",Financials,BF23JJ3,US75524W1080,New York Stock Exchange Inc.
RRGB,RED ROBIN GOURMET BURGERS INC.,Equity,0.12,53.85,"396,287.00","21,340,054.95","21,340,054.95",Consumer Discretionary,"2,966,144.00",US75689M1018,NASDAQ
CHCO,CITY HOLDING CO.,Equity,0.12,48.97,"435,396.00","21,321,342.12","21,321,342.12",Financials,"2,161,778.00",US1778351056,NASDAQ
AMAG,AMAG PHARMACEUTICALS INC.,Equity,0.12,21.04,"1,010,139.00","21,253,324.56","21,253,324.56",Health Care,"2,008,121.00",US00163U1060,NASDAQ
CFNL,CARDINAL FINANCIAL CORP.,Equity,0.12,22.33,"943,632.00","21,071,302.56","21,071,302.56",Financials,"2,277,556.00",US14149F1093,NASDAQ
MNTA,MOMENTA PHARMACEUTICALS INC.,Equity,0.12,11.67,"1,804,758.00","21,061,525.86","21,061,525.86",Health Care,B018VB0,US60877T1007,NASDAQ
SHLM,A. SCHULMAN INC.,Equity,0.11,24.65,"851,721.00","20,994,922.65","20,994,922.65",Materials,"2,779,342.00",US8081941044,NASDAQ
DEL,DELTIC TIMBER CORP.,Equity,0.11,66.65,"310,756.00","20,711,887.40","20,711,887.40",Materials,"2,267,438.00",US2478501008,New York Stock Exchange Inc.
INGN,INOGEN INC,Equity,0.11,49.46,"418,355.00","20,691,838.30","20,691,838.30",Health Care,BJSVLL5,US45780L1044,NASDAQ
ANIK,ANIKA THERAPEUTICS INC.,Equity,0.11,49.16,"416,425.00","20,471,453.00","20,471,453.00",Health Care,"2,035,754.00",US0352551081,NASDAQ
AEGN,AEGION CORP,Equity,0.11,19.81,"1,027,066.00","20,346,177.46","20,346,177.46",Industrials,B764L34,US00770F1049,NASDAQ
MTSC,MTS SYSTEMS CORP.,Equity,0.11,42.68,"476,250.00","20,326,350.00","20,326,350.00",Information Technology,"2,608,985.00",US5537771033,NASDAQ
BKE,BUCKLE INC.,Equity,0.11,25.09,"809,126.00","20,300,971.34","20,300,971.34",Consumer Discretionary,"2,149,934.00",US1184401065,New York Stock Exchange Inc.
CUBI,CUSTOMERS BANCORP INC,Equity,0.11,25.79,"787,138.00","20,300,289.02","20,300,289.02",Financials,B6XHXY4,US23204G1004,New York Stock Exchange Inc.
NX,QUANEX BUILDING PRODUCTS CORP.,Equity,0.11,20.34,"997,740.00","20,294,031.60","20,294,031.60",Industrials,B2QXCJ9,US7476191041,New York Stock Exchange Inc.
ADPT,ADEPTUS HEALTH INC CLASS A,Equity,0.11,51.55,"391,206.00","20,166,669.30","20,166,669.30",Health Care,BNBPLY5,US0068551003,New York Stock Exchange Inc.
VECO,VEECO INSTRUMENTS INC.,Equity,0.11,17.31,"1,161,226.00","20,100,822.06","20,100,822.06",Information Technology,"2,938,422.00",US9224171002,NASDAQ
VASC,VASCULAR SOLUTIONS INC.,Equity,0.11,39.58,"506,009.00","20,027,836.22","20,027,836.22",Health Care,"2,504,061.00",US92231M1099,NASDAQ
BKS,BARNES & NOBLE INC.,Equity,0.11,11.35,"1,756,875.00","19,940,531.25","19,940,531.25",Consumer Discretionary,"2,081,144.00",US0677741094,New York Stock Exchange Inc.
GPRE,GREEN PLAINS INC,Equity,0.11,18.94,"1,052,616.00","19,936,547.04","19,936,547.04",Energy,B11FJD6,US3932221043,NASDAQ
FTK,FLOTEK INDUSTRIES INC.,Equity,0.11,12.7,"1,562,828.00","19,847,915.60","19,847,915.60",Materials,"2,816,551.00",US3433891021,New York Stock Exchange Inc.
WD,WALKER & DUNLOP INC.,Equity,0.11,24.91,"793,188.00","19,758,313.08","19,758,313.08",Financials,B4TZV44,US93148P1021,New York Stock Exchange Inc.
IRDM,IRIDIUM COMMUNICATIONS INC.,Equity,0.11,8.35,"2,350,652.00","19,627,944.20","19,627,944.20",Telecommunications,B2QH310,US46269C1027,NASDAQ
BGC,GENERAL CABLE CORP.,Equity,0.11,13.72,"1,427,480.00","19,585,025.60","19,585,025.60",Industrials,"2,369,851.00",US3693001089,New York Stock Exchange Inc.
SCLN,SCICLONE PHARMACEUTICALS INC.,Equity,0.11,13.63,"1,434,485.00","19,552,030.55","19,552,030.55",Health Care,"2,779,579.00",US80862K1043,NASDAQ
BFS,SAUL CENTERS INC.,Equity,0.11,58.77,"330,855.00","19,444,348.35","19,444,348.35",Financials,"2,777,777.00",US8043951016,New York Stock Exchange Inc.
OPB,OPUS BANK,Equity,0.11,37.27,"521,109.00","19,421,732.43","19,421,732.43",Financials,BLNMST4,US6840001027,NASDAQ
LDL,LYDALL INC.,Equity,0.11,38.97,"497,016.00","19,368,713.52","19,368,713.52",Industrials,"2,534,671.00",US5508191062,New York Stock Exchange Inc.
SUPN,SUPERNUS PHARMACEUTICALS INC,Equity,0.11,19.39,"998,571.00","19,362,291.69","19,362,291.69",Health Care,B72ZBG4,US8684591089,NASDAQ
ACET,ACETO CORP.,Equity,0.11,22.52,"859,024.00","19,345,220.48","19,345,220.48",Health Care,"2,004,709.00",US0044461004,NASDAQ
ATW,ATWOOD OCEANICS INC.,Equity,0.11,11.36,"1,693,443.00","19,237,512.48","19,237,512.48",Energy,"2,062,440.00",US0500951084,New York Stock Exchange Inc.
RCII,RENT-A-CENTER INC.,Equity,0.1,12.4,"1,541,609.00","19,115,951.60","19,115,951.60",Consumer Discretionary,"2,733,092.00",US76009N1000,NASDAQ
AVAV,AEROVIRONMENT INC.,Equity,0.1,32.01,"596,086.00","19,080,712.86","19,080,712.86",Industrials,B1P5YY8,US0080731088,NASDAQ
OUTR,OUTERWALL INC,Equity,0.1,39.38,"482,788.00","19,012,191.44","19,012,191.44",Consumer Discretionary,BC1QQP7,US6900701078,NASDAQ
SPXC,SPX CORP,Equity,0.1,15.5,"1,220,324.00","18,915,022.00","18,915,022.00",Industrials,"2,787,185.00",US7846351044,New York Stock Exchange Inc.
LCI,LANNETT COMPANY INC,Equity,0.1,23.21,"810,150.00","18,803,581.50","18,803,581.50",Health Care,"2,447,694.00",US5160121019,New York Stock Exchange Inc.
VVI,VIAD CORP.,Equity,0.1,31.8,"587,121.00","18,670,447.80","18,670,447.80",Industrials,B01KGF5,US92552R4065,New York Stock Exchange Inc.
SUP,SUPERIOR INDUSTRIES INTERNATIONAL,Equity,0.1,27.65,"674,638.00","18,653,740.70","18,653,740.70",Consumer Discretionary,"2,864,141.00",US8681681057,New York Stock Exchange Inc.
GFF,GRIFFON CORP.,Equity,0.1,16.83,"1,107,563.00","18,640,285.29","18,640,285.29",Industrials,"2,463,344.00",US3984331021,New York Stock Exchange Inc.
SAIA,SAIA INC.,Equity,0.1,25.63,"725,584.00","18,596,717.92","18,596,717.92",Industrials,"2,982,399.00",US78709Y1055,NASDAQ
CENTA,CENTRAL GARDEN & PET CO. CL A,Equity,0.1,19.27,"960,362.00","18,506,175.74","18,506,175.74",Consumer Staples,B1P36Y6,US1535272058,NASDAQ
HSTM,HEALTHSTREAM INC.,Equity,0.1,25.99,"709,787.00","18,447,364.13","18,447,364.13",Health Care,"2,577,870.00",US42222N1037,NASDAQ
XXIA,IXIA,Equity,0.1,10.09,"1,797,168.00","18,133,425.12","18,133,425.12",Information Technology,"2,654,245.00",US45071R1095,NASDAQ
ORIT,ORITANI FINANCIAL CORP.,Equity,0.1,16.5,"1,096,694.00","18,095,451.00","18,095,451.00",Financials,B3SLD95,US68633D1037,NASDAQ
TRST,TRUSTCO BANK CORP.,Equity,0.1,6.47,"2,780,726.00","17,991,297.22","17,991,297.22",Financials,"2,906,429.00",US8983491056,NASDAQ
PRSC,PROVIDENCE SERVICE CORP,Equity,0.1,48.62,"366,080.00","17,798,809.60","17,798,809.60",Health Care,"2,918,576.00",US7438151026,NASDAQ
UTEK,ULTRATECH INC.,Equity,0.1,22.99,"770,181.00","17,706,461.19","17,706,461.19",Information Technology,"2,907,217.00",US9040341052,NASDAQ
UVE,UNIVERSAL INSURANCE HOLDINGS INC,Equity,0.1,19.08,"927,131.00","17,689,659.48","17,689,659.48",Financials,"2,912,374.00",US91359V1070,New York Stock Exchange Inc.
KOP,KOPPERS HOLDINGS INC.,Equity,0.1,29.34,"598,857.00","17,570,464.38","17,570,464.38",Materials,B0X46B1,US50060P1066,New York Stock Exchange Inc.
WWE,WORLD WRESTLING ENTERTAINMENT INC,Equity,0.1,17.59,"998,913.00","17,570,879.67","17,570,879.67",Consumer Discretionary,"2,503,529.00",US98156Q1085,New York Stock Exchange Inc.
FARO,FARO TECHNOLOGIES INC.,Equity,0.1,36.12,"484,270.00","17,491,832.40","17,491,832.40",Information Technology,"2,106,661.00",US3116421021,NASDAQ
CTS,CTS CORP.,Equity,0.1,18.41,"949,949.00","17,488,561.09","17,488,561.09",Information Technology,"2,239,244.00",US1265011056,New York Stock Exchange Inc.
NFBK,NORTHFIELD BANCORP INC.,Equity,0.1,15.31,"1,135,226.00","17,380,310.06","17,380,310.06",Financials,B8NB2R6,US66611T1088,NASDAQ
TREE,LENDINGTREE INC,Equity,0.09,85.77,"201,077.00","17,246,374.29","17,246,374.29",Financials,BV8TD84,US52603B1070,NASDAQ
ALG,ALAMO GROUP INC.,Equity,0.09,62.52,"272,828.00","17,057,206.56","17,057,206.56",Industrials,"2,021,634.00",US0113111076,New York Stock Exchange Inc.
IBP,INSTALLED BUILDING PRODUCTS INC,Equity,0.09,35.01,"484,870.00","16,975,298.70","16,975,298.70",Consumer Discretionary,BJSP4C9,US45780R1014,New York Stock Exchange Inc.
CHUY,CHUYS HOLDINGS INC,Equity,0.09,35.45,"478,809.00","16,973,779.05","16,973,779.05",Consumer Discretionary,B88WMY1,US1716041017,NASDAQ
AROC,ARCHROCK INC,Equity,0.09,8.34,"2,026,058.00","16,897,323.72","16,897,323.72",Energy,BYRGSX7,US03957W1062,New York Stock Exchange Inc.
ECHO,ECHO GLOBAL LOGISTICS INC,Equity,0.09,22.88,"727,425.00","16,643,484.00","16,643,484.00",Industrials,B4M7GZ3,US27875T1016,NASDAQ
CEVA,CEVA INC.,Equity,0.09,27.9,"596,248.00","16,635,319.20","16,635,319.20",Information Technology,"2,986,937.00",US1572101053,NASDAQ
KELYA,KELLY SERVICES INC. CL A,Equity,0.09,19.13,"867,634.00","16,597,838.42","16,597,838.42",Industrials,"2,487,117.00",US4881522084,NASDAQ
RUTH,RUTHS HOSPITALITY GROUP INC.,Equity,0.09,16.89,"981,742.00","16,581,622.38","16,581,622.38",Consumer Discretionary,B0G4KC7,US7833321091,NASDAQ
RECN,RESOURCES CONNECTION INC.,Equity,0.09,15.3,"1,080,121.00","16,525,851.30","16,525,851.30",Industrials,"2,697,853.00",US76122Q1058,NASDAQ
WGO,WINNEBAGO INDUSTRIES INC.,Equity,0.09,20.99,"785,264.00","16,482,691.36","16,482,691.36",Consumer Discretionary,"2,972,721.00",US9746371007,New York Stock Exchange Inc.
GTY,GETTY REALTY CORP.,Equity,0.09,21.35,"769,008.00","16,418,320.80","16,418,320.80",Financials,"2,698,146.00",US3742971092,New York Stock Exchange Inc.
TLRD,TAILORED BRANDS INC,Equity,0.09,11.6,"1,405,675.00","16,305,830.00","16,305,830.00",Consumer Discretionary,BZ8FLW0,US87403A1079,New York Stock Exchange Inc.
PJC,PIPER JAFFRAY COS.,Equity,0.09,39.36,"412,052.00","16,218,366.72","16,218,366.72",Financials,"2,227,089.00",US7240781002,New York Stock Exchange Inc.
RYAM,RAYONIER ADVANCED MATERIALS INC,Equity,0.09,12.91,"1,250,262.00","16,140,882.42","16,140,882.42",Materials,BN458W9,US75508B1044,New York Stock Exchange Inc.
QSII,QUALITY SYSTEMS INC.,Equity,0.09,12.44,"1,297,413.00","16,139,817.72","16,139,817.72",Health Care,"2,715,391.00",US7475821044,NASDAQ
CPLA,CAPELLA EDUCATION CO.,Equity,0.09,52.03,"310,143.00","16,136,740.29","16,136,740.29",Consumer Discretionary,B0GWDP5,US1395941057,NASDAQ
LHCG,LHC GROUP,Equity,0.09,42.75,"376,530.00","16,096,657.50","16,096,657.50",Health Care,B06DT50,US50187A1079,NASDAQ
DCOM,DIME COMMUNITY BANCSHARES,Equity,0.09,17.91,"894,193.00","16,014,996.63","16,014,996.63",Financials,"2,034,148.00",US2539221083,NASDAQ
USD,USD CASH,Cash,0.09,100,"15,816,022.00","15,816,022.19","15,816,022.19",Cash and/or Derivatives,--,--,--
GHL,GREENHILL & CO.,Equity,0.09,19.5,"807,636.00","15,748,902.00","15,748,902.00",Financials,B00G8B4,US3952591044,New York Stock Exchange Inc.
ECPG,ENCORE CAPITAL GROUP INC.,Equity,0.09,23.01,"683,667.00","15,731,177.67","15,731,177.67",Financials,"2,443,078.00",US2925541029,NASDAQ
CAMP,CALAMP CORP.,Equity,0.09,14.68,"1,066,332.00","15,653,753.76","15,653,753.76",Information Technology,"2,164,700.00",US1281261099,NASDAQ
FRED,FREDS INC.,Equity,0.09,15.19,"1,023,225.00","15,542,787.75","15,542,787.75",Consumer Discretionary,"2,354,385.00",US3561081007,NASDAQ
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Equity,0.08,55.86,"278,016.00","15,529,973.76","15,529,973.76",Financials,"2,927,497.00",US91359E1055,New York Stock Exchange Inc.
CDR,CEDAR REALTY TRUST INC,Equity,0.08,7.07,"2,184,659.00","15,445,539.13","15,445,539.13",Financials,"2,033,242.00",US1506022094,New York Stock Exchange Inc.
STRA,STRAYER EDUCATION INC.,Equity,0.08,48.03,"320,625.00","15,399,618.75","15,399,618.75",Consumer Discretionary,"2,853,417.00",US8632361056,NASDAQ
TTI,TETRA TECHNOLOGIES INC.,Equity,0.08,6.57,"2,343,777.00","15,398,614.89","15,398,614.89",Energy,"2,884,280.00",US88162F1057,New York Stock Exchange Inc.
BRS,BRISTOW GROUP INC.,Equity,0.08,15.02,"1,020,857.00","15,333,272.14","15,333,272.14",Energy,"2,656,229.00",US1103941035,New York Stock Exchange Inc.
ITG,INVESTMENT TECHNOLOGY GROUP INC.,Equity,0.08,16.63,"918,804.00","15,279,710.52","15,279,710.52",Financials,"2,472,759.00",US46145F1057,New York Stock Exchange Inc.
PLUS,EPLUS INC.,Equity,0.08,89.75,"169,763.00","15,236,229.25","15,236,229.25",Information Technology,"2,597,748.00",US2942681071,NASDAQ
HSC,HARSCO CORP.,Equity,0.08,6.53,"2,330,533.00","15,218,380.49","15,218,380.49",Industrials,"2,412,700.00",US4158641070,New York Stock Exchange Inc.
UBA,URSTADT BIDDLE PROPERTIES REIT CLA,Equity,0.08,23.13,"650,707.00","15,050,852.91","15,050,852.91",Financials,"2,256,522.00",US9172862057,New York Stock Exchange Inc.
PGTI,PGT INC.,Equity,0.08,10.62,"1,414,270.00","15,019,547.40","15,019,547.40",Industrials,B17V2N9,US69336V1017,NASDAQ
TTMI,TTM TECHNOLOGIES INC.,Equity,0.08,7.95,"1,880,996.00","14,953,918.20","14,953,918.20",Information Technology,"2,635,659.00",US87305R1095,NASDAQ
MPAA,MOTORCAR PARTS OF AMERICA INC.,Equity,0.08,27.89,"532,532.00","14,852,317.48","14,852,317.48",Consumer Discretionary,"2,861,993.00",US6200711009,NASDAQ
MTRN,MATERION CORP.,Equity,0.08,25.41,"582,666.00","14,805,543.06","14,805,543.06",Materials,"2,149,622.00",US5766901012,New York Stock Exchange Inc.
VDSI,VASCO DATA SECURITY INTERNATIONAL,Equity,0.08,16.87,"875,847.00","14,775,538.89","14,775,538.89",Information Technology,"2,245,229.00",US92230Y1047,NASDAQ
IPAR,INTER PARFUMS INC.,Equity,0.08,29.64,"496,647.00","14,720,617.08","14,720,617.08",Consumer Staples,"2,473,150.00",US4583341098,NASDAQ
FBP,FIRST BANCORP (PUERTO RICO),Equity,0.08,4.33,"3,381,499.00","14,641,890.67","14,641,890.67",Financials,"2,296,926.00",PR3186727065,New York Stock Exchange Inc.
RGS,REGIS CORP.,Equity,0.08,12.99,"1,114,803.00","14,481,290.97","14,481,290.97",Consumer Discretionary,"2,730,327.00",US7589321071,New York Stock Exchange Inc.
FTD,FTD INC,Equity,0.08,26.75,"533,747.00","14,277,732.25","14,277,732.25",Consumer Discretionary,BFLR7Y7,US30281V1089,NASDAQ
SAH,SONIC AUTOMOTIVE INC. CL A,Equity,0.08,16.83,"844,948.00","14,220,474.84","14,220,474.84",Consumer Discretionary,"2,125,246.00",US83545G1022,New York Stock Exchange Inc.
