3500 0.749621 -0.105493 -0.009384 0.000020
3600 0.730392 -0.104570 -0.009846 0.000895
3700 0.710258 -0.101996 -0.010290 0.001669
3800 0.689259 -0.097985 -0.010709 0.002328
3900 0.667450 -0.092778 -0.011098 0.002863
4000 0.644899 -0.086628 -0.011450 0.003270
4100 0.621684 -0.079793 -0.011760 0.003548
4200 0.597898 -0.072524 -0.012021 0.003703
4300 0.573641 -0.065061 -0.012229 0.003743
4400 0.549024 -0.057619 -0.012380 0.003683
4500 0.524164 -0.050385 -0.012471 0.003537
4600 0.499184 -0.043513 -0.012500 0.003324
4700 0.474206 -0.037119 -0.012467 0.003061
4800 0.449357 -0.031286 -0.012372 0.002766
4900 0.424757 -0.026060 -0.012217 0.002456
5000 0.400523 -0.021458 -0.012005 0.002144
5100 0.376766 -0.017472 -0.011741 0.001842
5200 0.353587 -0.014072 -0.011428 0.001559
5300 0.331075 -0.011215 -0.011073 0.001300
5400 0.309311 -0.008848 -0.010682 0.001070
5500 0.288360 -0.006912 -0.010260 0.000869
5600 0.268276 -0.005350 -0.009815 0.000697
5700 0.249101 -0.004104 -0.009352 0.000552
5800 0.230864 -0.003122 -0.008878 0.000433
5900 0.213583 -0.002356 -0.008398 0.000336
6000 0.197262 -0.001764 -0.007917 0.000258
6100 0.181900 -0.001312 -0.007441 0.000196
6200 0.167485 -0.000969 -0.006972 0.000148
6300 0.153997 -0.000711 -0.006514 0.000111
6400 0.141410 -0.000519 -0.006071 0.000082
6500 0.129694 -0.000376 -0.005644 0.000061
6600 0.118815 -0.000272 -0.005235 0.000045
6700 0.108734 -0.000195 -0.004846 0.000032
6800 0.099412 -0.000139 -0.004476 0.000023
6900 0.090807 -0.000099 -0.004128 0.000017
7000 0.082879 -0.000070 -0.003800 0.000012
7100 0.075585 -0.000050 -0.003494 0.000009
7200 0.068885 -0.000035 -0.003207 0.000006
7300 0.062738 -0.000025 -0.002940 0.000004
7400 0.057107 -0.000017 -0.002692 0.000003
7500 0.051952 -0.000012 -0.002463 0.000002
7600 0.047240 -0.000008 -0.002250 0.000002
7700 0.042936 -0.000006 -0.002055 0.000001
7800 0.039007 -0.000004 -0.001874 0.000001
7900 0.035425 -0.000003 -0.001709 0.000001
8000 0.032161 -0.000002 -0.001556 0.000000
8100 0.029189 -0.000001 -0.001417 0.000000
8200 0.026483 -0.000001 -0.001289 0.000000
8300 0.024022 -0.000001 -0.001172 0.000000
8400 0.021785 -0.000000 -0.001066 0.000000
8500 0.019752 -0.000000 -0.000968 0.000000
8600 0.017905 -0.000000 -0.000879 0.000000
8700 0.016228 -0.000000 -0.000798 0.000000
8800 0.014706 -0.000000 -0.000724 0.000000
8900 0.013324 -0.000000 -0.000657 0.000000
9000 0.012071 -0.000000 -0.000596 0.000000
9100 0.010935 -0.000000 -0.000541 0.000000
9200 0.009904 -0.000000 -0.000490 0.000000
9300 0.008969 -0.000000 -0.000444 0.000000
9400 0.008122 -0.000000 -0.000403 0.000000
9500 0.007355 -0.000000 -0.000365 0.000000
9600 0.006659 -0.000000 -0.000331 0.000000
9700 0.006029 -0.000000 -0.000300 0.000000
9800 0.005458 -0.000000 -0.000271 0.000000
9900 0.004941 -0.000000 -0.000246 0.000000
#interruption
0 0.990000 1.000100 -0.000495 -0.018010
100 0.988960 0.964019 -0.000546 -0.018071
200 0.987814 0.927818 -0.000602 -0.018130
300 0.986550 0.891501 -0.000663 -0.018186
400 0.985158 0.855078 -0.000731 -0.018237
500 0.983623 0.818557 -0.000805 -0.018283
600 0.981933 0.781954 -0.000887 -0.018320
700 0.980071 0.745284 -0.000977 -0.018348
800 0.978022 0.708571 -0.001075 -0.018364
900 0.975768 0.671840 -0.001182 -0.018365
1000 0.973289 0.635122 -0.001300 -0.018349
1100 0.970564 0.598457 -0.001428 -0.018312
1200 0.967570 0.561887 -0.001569 -0.018252
1300 0.964282 0.525466 -0.001722 -0.018164
1400 0.960676 0.489252 -0.001889 -0.018044
1500 0.956721 0.453313 -0.002070 -0.017887
1600 0.952388 0.417727 -0.002267 -0.017690
1700 0.947645 0.382579 -0.002481 -0.017447
1800 0.942458 0.347967 -0.002712 -0.017154
1900 0.936791 0.313995 -0.002961 -0.016805
2000 0.930607 0.280779 -0.003229 -0.016397
2100 0.923868 0.248441 -0.003517 -0.015925
2200 0.916533 0.217114 -0.003825 -0.015385
2300 0.908560 0.186935 -0.004154 -0.014776
2400 0.899910 0.158046 -0.004504 -0.014094
2500 0.890539 0.130591 -0.004874 -0.013341
2600 0.880408 0.104712 -0.005264 -0.012518
2700 0.869477 0.080547 -0.005674 -0.011628
2800 0.857707 0.058223 -0.006102 -0.010677
2900 0.845065 0.037855 -0.006546 -0.009673
3000 0.831521 0.019539 -0.007005 -0.008626
3100 0.817048 0.003348 -0.007474 -0.007550
3200 0.801629 -0.010673 -0.007951 -0.006459
3300 0.785252 -0.022511 -0.008432 -0.005370
3400 0.767913 -0.032188 -0.008911 -0.004301
3500 0.749621 -0.039764 -0.009384 -0.003272
3600 0.730392 -0.045333 -0.009846 -0.002299
3700 0.710258 -0.049027 -0.010290 -0.001400
3800 0.689259 -0.051011 -0.010709 -0.000591
3900 0.667450 -0.051476 -0.011098 0.000116
4000 0.644899 -0.050634 -0.011450 0.000713
4100 0.621684 -0.048710 -0.011760 0.001196
4200 0.597898 -0.045935 -0.012021 0.001564
4300 0.573641 -0.042533 -0.012229 0.001822
4400 0.549024 -0.038719 -0.012380 0.001978
4500 0.524164 -0.034684 -0.012471 0.002043
4600 0.499184 -0.030600 -0.012500 0.002030
4700 0.474206 -0.026605 -0.012467 0.001955
4800 0.449357 -0.022810 -0.012372 0.001832
4900 0.424757 -0.019294 -0.012217 0.001677
5000 0.400523 -0.016110 -0.012005 0.001503
5100 0.376766 -0.013285 -0.011741 0.001320
5200 0.353587 -0.010825 -0.011428 0.001139
5300 0.331075 -0.008720 -0.011073 0.000966
5400 0.309311 -0.006947 -0.010682 0.000807
5500 0.288360 -0.005477 -0.010260 0.000664
5600 0.268276 -0.004275 -0.009815 0.000539
